epoch,lr,loss,acc1,acc5,val_loss,val_acc1,val_acc5
61,0.1,0.653618995437622,79.24800000976562,98.19199993408203,3.1351697048187255,37.71,66.07
62,0.1,0.6503369447708129,80.09599992675781,97.90399993408204,3.1301229106903077,38.49,66.36
63,0.1,0.5973969618034363,80.86399997070312,98.04799991210938,3.155359337615967,38.95,66.06
64,0.1,0.5565364088058472,82.81599994873046,98.656,3.2824054443359376,37.29,65.57
65,0.1,0.5522682929801941,82.27200003173829,98.63999993408203,3.1937433238983153,37.94,65.89
66,0.1,0.49589776629447935,84.59200001708984,99.056,3.1839542179107667,38.67,66.37
67,0.1,0.4663024430847168,85.74400003662109,99.00800001953125,3.159058658981323,38.68,66.59
68,0.1,0.48777502531051636,85.00799994873047,98.91199997802734,3.165706027984619,38.93,66.46
69,0.1,0.44500284536361695,86.79999995117187,98.91199993408203,3.192498499298096,39.1,66.86
70,0.1,0.40996883556365965,87.53599992675781,99.13599995605469,3.250608927154541,37.96,66.1
71,0.1,0.37818933348655703,88.75199992919921,99.44,3.34017795753479,36.52,64.86
72,0.1,0.4569643700695038,85.96799997314453,98.94399997802735,3.2634049339294435,38.61,65.86
73,0.1,0.4101099344444275,87.55199999023438,99.16799991210938,3.2072147983551025,38.41,66.59
74,0.1,0.3599873166465759,89.21599995117188,99.26399995605469,3.2000789813995363,39.02,66.35
75,0.1,0.3502067001914978,89.39199997070313,99.39199995605469,3.313689316558838,37.61,65.69
76,0.1,0.3198615760231018,90.28800001464843,99.51999993408204,3.3153702423095703,39.1,66.4
77,0.1,0.2979962347602844,91.26399997314454,99.6,3.2009787479400633,39.19,66.25
78,0.1,0.2800581611347199,91.95199997558593,99.63199997802734,3.1927709030151368,40.0,66.51
79,0.1,0.2719964965248108,91.8240000390625,99.63199997802734,3.2124131065368653,39.3,66.62
80,0.1,0.28565039220809935,91.71199997070312,99.48799993408203,3.342763764190674,38.45,65.46
81,0.1,0.35668994610786436,89.48800003662109,99.16799997802734,3.2458918045043945,39.18,66.63
82,0.1,0.3211996587371826,90.30399999511718,99.39199997802734,3.2387729293823244,39.74,66.55
83,0.1,0.30826475463867187,90.62399999511719,99.456,3.2630267822265626,38.71,66.39
84,0.1,0.2640752381706238,92.52800001708984,99.536,3.194182458114624,39.89,66.65
85,0.1,0.26930447363853455,92.38399995361328,99.696,3.2199621898651123,39.22,66.41
86,0.1,0.26405644770622255,92.03199993164063,99.744,3.1941311798095704,39.95,67.16
87,0.1,0.2602988078403473,92.48000001708985,99.48799997802735,3.2232856746673586,39.55,67.1
88,0.1,0.2534882161235809,92.97599993164063,99.44,3.2232222972869873,39.47,66.73
89,0.1,0.22287148698806764,94.0480000390625,99.74399997802735,3.146463195800781,39.85,67.0
90,0.1,0.2287068799495697,93.29599999511719,99.66399997802735,3.1953667488098145,39.85,67.27
91,0.1,0.23209867502212525,93.45599993164062,99.63199995605468,3.156749852371216,39.58,67.12
92,0.1,0.2274341354894638,93.4719999975586,99.648,3.2656091384887693,38.78,66.17
93,0.1,0.20797034830093383,94.2559999951172,99.77599997802734,3.1320316383361817,40.49,67.25
94,0.1,0.20951333322525023,94.04799999755859,99.84,3.2432555088043213,39.06,65.87
95,0.1,0.22633544976234435,93.34399995361328,99.84,3.2710912284851075,38.63,66.08
96,0.1,0.21437864157676698,94.1120000390625,99.68,3.229593267440796,39.51,66.39
97,0.1,0.21241229754447938,94.01599995117188,99.74399997802735,3.201095503616333,40.07,66.49
98,0.1,0.23429990757465363,93.53599991210938,99.648,3.1930712615966796,39.45,66.36
99,0.010000000000000002,0.23981686898231505,93.05599999511719,99.76,3.3224947357177737,38.26,65.57
