Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
26,0.03764255472723348,0.0910287685048433,0.9770807863753519,0.01472334051389753,10.627009205766651,0.16761090468615295
27,0.03870090137661239,0.08581280998977614,0.9811402017687574,0.019841103720260257,10.631960787109609,0.1689822131767869
28,0.03804961842151336,0.0839238891447032,0.9793724297005453,0.017422047815067166,10.627761263805509,0.16751886252313852
29,0.04172547357501807,0.08902676031913287,0.9763490280987304,0.01807450139090235,10.61973211051103,0.164414895363152
30,0.03196785439403705,0.08730922913477744,0.9826620090154954,0.01462986333594646,10.624174016610182,0.1661852551624179
31,0.03817288099707645,0.09001018559491193,0.978142566739777,0.016315447816188322,10.62629359017436,0.1666545230150223
32,0.027636892946414006,0.08660851877044748,0.9865639523223594,0.014200845710289331,10.625806287426157,0.16727761149406434
33,0.027838914528673077,0.0886834685081317,0.9840527584523331,0.011891673360433843,10.633819933900268,0.16933344695717095
34,0.03620754621095128,0.08785458793978632,0.9805757325372578,0.016783278729812598,10.630301453982693,0.1687520230934024
35,0.05262563520191628,0.08824702828754613,0.9677452796771202,0.02037091472496589,10.61705996966371,0.16459343023598194
36,0.027960321178406845,0.08820674903230903,0.9836535054960368,0.01161382666984458,10.626112157865457,0.16663067527115344
37,0.03103829863262765,0.08823182928709336,0.985428418347865,0.01646671727483655,10.623786212792282,0.16657580494880675
38,0.038920020431648064,0.08965008238583436,0.9767769659007037,0.015696986577255122,10.621182977141148,0.16691048197448255
39,0.033307541906833646,0.0887737950793019,0.982801404852926,0.016108946575794692,10.614879442918998,0.16286694291979076
40,0.23761653340893027,0.08382521078542426,0.897471480605043,0.13508801471431564,10.627088074018545,0.16761109929531812
41,0.10897183800001203,0.08720656916683103,0.9169493513342775,0.025921188392475203,10.631490235555736,0.16838859409093856
42,0.03974935231201443,0.08901700806102635,0.976973737610711,0.01672308965942558,10.63566683617126,0.16948425758630037
43,0.021985604570327718,0.0891827952346684,0.9884198409539682,0.010405445242024683,10.627362309291275,0.16637015122920273
44,0.014744000279425103,0.08986026847068175,0.990804460313585,0.005548460680393525,10.622871274712626,0.1670619621500373
45,0.01659648675057623,0.08894503913175912,0.9895647360954756,0.006161222619544945,10.627635093474158,0.16748926233500241
46,0.03129547563967881,0.08931720319353503,0.9818238211266789,0.013119296959520858,10.628301030712946,0.16785524133592844
47,0.031231338195042847,0.09008547641612866,0.982360209506235,0.013591548219829061,10.632982646626747,0.16944651275873185
48,0.028716467808426162,0.08511541912585129,0.9798258987473852,0.008542366470727656,10.621684438453737,0.16555848810821772
49,0.015034535315669614,0.08771820338787856,0.9927644283683211,0.00779896366559429,10.627530785119957,0.16716182343661784
50,0.018021264474517032,0.08856526434789469,0.9915355414520075,0.009556806193273745,10.623161564179382,0.1660019212216139
51,0.020607727133657463,0.08766366086992217,0.9872822234660019,0.007889950544469886,10.625582518618709,0.16736722916364669
52,0.01283269945624066,0.08903855046740285,0.9933851933773653,0.006217893017570914,10.623768274682487,0.16659199617803097
53,0.014672818947813393,0.0867426817431862,0.9920269431891264,0.006699762026560896,10.627788504645919,0.16712119229137898
54,0.016104021022257244,0.09018082296774711,0.9900817151422854,0.006185736219732113,10.620881785357312,0.16549859028309583
55,0.018602739858590525,0.08660227928632572,0.9884135478808556,0.007016287578764245,10.621647826917158,0.16492295816540717
56,0.02215522193568356,0.08903145951989257,0.9854434504921054,0.0075986725197714055,10.630355545416732,0.1687075674906373
57,0.018435856920701488,0.08986289771618666,0.9908758710931849,0.009311727875912631,10.620701921899428,0.16636020980775357
58,0.011286035972865828,0.0865218804758272,0.9950629812699777,0.0063490172152487956,10.622417322127633,0.16528725113719703
59,0.01326578544843712,0.0857687477712278,0.9917880688184574,0.005053854128920738,10.621735765872614,0.16556242041289806
60,0.015350831585165895,0.08583714584877461,0.9920035663946175,0.0073543978009924845,10.618321709513733,0.16455840479582548
61,0.0249069288763919,0.08839798508970825,0.9878348506527183,0.012741779317550453,10.624373824301196,0.16643735345453023
62,0.025180142004916698,0.08686047766679598,0.9824452331036697,0.007625375453520704,10.619904832498717,0.16561665795743466
63,0.015477729524359291,0.08943917694283121,0.9916466804198277,0.007124409910843328,10.625150368337037,0.1670023112744093
64,0.02108550734909964,0.08771446420822615,0.9882167432043287,0.009302250564926201,10.628874056421836,0.16814530737698077
65,0.014774269077145023,0.08789815692989915,0.991359563227053,0.006133832134030483,10.625857566154052,0.16576826866716146
66,0.018650610902473146,0.08835400078031752,0.9895191522292149,0.008169762944561188,10.626525210130985,0.16698999729007483
67,0.010997746104696466,0.08769057948648194,0.9946514786025624,0.005649224679664146,10.628686281466184,0.16810196526348592
68,0.018173855934062122,0.08755036693664245,0.9901889315357915,0.008362787368672865,10.628341528446017,0.16824357230216264
69,0.02558892927603957,0.08686309817396565,0.9821848779548833,0.007773807051557081,10.630312558901593,0.1684145113825798
70,0.017084645203970097,0.08727955821855568,0.9886897390271411,0.005774384010353206,10.629824632132067,0.16710789516568184
71,0.020892244448632368,0.08722423594674947,0.9873059905605551,0.00819823500458841,10.618594343737053,0.1651702043786645
72,0.01582228860668378,0.08991574783016135,0.993450207474791,0.009272495952699288,10.62041326317548,0.16514766667038203
73,0.0133327053008992,0.0868698309601089,0.9924505082177527,0.005783213692556285,10.63265613601763,0.16907924823462964
74,0.021847501553503082,0.08591614884358866,0.9859991157496417,0.007846617211162308,10.620761159190256,0.16484894461929797
75,0.013022138123159055,0.09010464116746997,0.9921530090732339,0.005175147315970173,10.625909202862623,0.16754160728305578
76,0.020577358576342648,0.0862901872690813,0.9874611287941167,0.008038487333666395,10.621131284207816,0.1654466765001416
77,0.015128724483980073,0.08881260839141446,0.9906407946421776,0.005769519242285579,10.627339008928182,0.16731249444186688
78,0.014012175973182843,0.08573980953222439,0.9924855226351891,0.006497698406010498,10.629444140179354,0.16825536355376244
79,0.011132600862118933,0.08977503531876906,0.9944296947231999,0.0055622955761206,10.631066910458218,0.16898473590612412
80,0.018346767104518266,0.08893343208380687,0.9905625942312641,0.008909361451910234,10.623187039831897,0.16610038053244353
81,0.021367936905611444,0.08713357010741293,0.9878951308168011,0.009263067936846687,10.631083743969842,0.1683972993120551
82,0.013962974905231853,0.08929869814051522,0.9931453058749069,0.007108280890517764,10.621971218146031,0.16554385516792536
83,0.013765519841309682,0.08927518574543941,0.993110121326682,0.0068756412047846814,10.625993111204632,0.16748719219118358
84,0.01593439844839367,0.08922789437167439,0.9898968746632706,0.005831272900104522,10.633169161955834,0.16859853301197292
85,0.02490243293620922,0.09062911763235375,0.9877865076065063,0.012688940524319072,10.619174397818918,0.16574565134942532
86,0.0231905132095203,0.08741386567736849,0.9842673888912907,0.007457902192793511,10.627485978356667,0.1681560431048274
87,0.015853077274413756,0.08747579002821887,0.9899217869028633,0.005774863944015247,10.628460869126986,0.1677385422959924
88,0.018489363073244874,0.0915347562160021,0.9913198391596476,0.009809202537871898,10.626247336412295,0.16762269001454114
89,0.03559314054839405,0.08783634161507642,0.977708657288257,0.013301797349431356,10.613750112944151,0.1630338902771473
90,0.03458979660070237,0.08584343200480496,0.9800932859197075,0.014683082606643439,10.623828187679681,0.16594885919243096
91,0.015662784984818212,0.08820392112305135,0.9927084232554023,0.008371208313806557,10.63047733823241,0.16885731928050518
92,0.015268337221839177,0.08907871220582797,0.9906800527631501,0.005948390073809819,10.624808921273736,0.16674749132245778
93,0.010625936795761924,0.08859331092716735,0.9937924477789137,0.004418384537882643,10.626098532208207,0.16839318215847016
94,0.011113460283772445,0.0889732183681594,0.9945769367394623,0.005690396912855867,10.624090790587104,0.16621634762734175
95,0.011720990375788123,0.08555813926605531,0.9933538687081984,0.005074859099508619,10.630726644638672,0.16770345520228147
96,0.023052530229827502,0.08843949306526303,0.9852938575509154,0.008346387938262872,10.623516774581681,0.1668919611722231
97,0.03289533885379816,0.0889520361651609,0.9784843533127396,0.011379692357383456,10.631761686281717,0.17007347900420428
98,0.029884651050339512,0.08676288107663026,0.9808935814433628,0.010778232527620814,10.623144341118369,0.1673515507951379
99,0.018850160702879048,0.091116088297632,0.9892492120648608,0.008099373055759956,10.630251302382359,0.1687756886333227
100,0.008598688743824577,0.0881904054939011,0.995845995861807,0.004444684651622802,10.625460947077364,0.16693615913391113
