Epoch,Step,Loss
31,5,0.422187
31,6,0.224115
31,7,0.464379
31,8,0.560438
31,9,0.248945
31,10,0.279825
31,11,0.232292
31,12,0.340280
31,13,0.479173
31,14,0.321145
31,15,0.259775
31,16,0.279997
31,17,0.437825
31,18,0.337849
31,19,0.462160
31,20,0.359361
31,21,0.331551
31,22,0.324956
31,23,0.237015
31,24,0.341535
31,25,0.356131
31,26,0.477094
32,0,0.322887
32,1,0.282877
32,2,0.304141
32,3,0.303798
32,4,0.369451
32,5,0.356141
32,6,0.273192
32,7,0.290974
32,8,0.396363
32,9,0.367955
32,10,0.419517
32,11,0.354426
32,12,0.425620
32,13,0.376429
32,14,0.258086
32,15,0.313156
32,16,0.305984
32,17,0.300969
32,18,0.373572
32,19,0.211711
32,20,0.427114
32,21,0.251654
32,22,0.191510
32,23,0.336914
32,24,0.219867
32,25,0.273359
32,26,0.456561
33,0,0.467333
33,1,0.334377
33,2,0.231249
33,3,0.372578
33,4,0.457104
33,5,0.540953
33,6,0.305396
33,7,0.212615
33,8,0.320414
33,9,0.310716
33,10,0.255793
33,11,0.403550
33,12,0.227185
33,13,0.304634
33,14,0.369765
33,15,0.402449
33,16,0.527725
33,17,0.261828
33,18,0.246739
33,19,0.298938
33,20,0.378640
33,21,0.373415
33,22,0.360094
33,23,0.378791
33,24,0.405572
33,25,0.253080
33,26,0.511880
34,0,0.525575
34,1,0.238906
34,2,0.276786
34,3,0.352649
34,4,0.276900
34,5,0.357791
34,6,0.346493
34,7,0.490692
34,8,0.360481
34,9,0.259508
34,10,0.442426
34,11,0.286573
34,12,0.299989
34,13,0.539799
34,14,0.427748
34,15,0.251165
34,16,0.408255
34,17,0.324519
34,18,0.237653
34,19,0.342720
34,20,0.256367
34,21,0.314036
34,22,0.363361
34,23,0.223274
34,24,0.334124
34,25,0.270570
34,26,0.278546
35,0,0.371971
35,1,0.514006
35,2,0.274597
35,3,0.370394
35,4,0.403308
35,5,0.238809
35,6,0.467192
35,7,0.387455
35,8,0.472898
35,9,0.459589
35,10,0.386056
35,11,0.260909
35,12,0.263419
35,13,0.377952
35,14,0.230215
35,15,0.358566
35,16,0.311316
35,17,0.190817
35,18,0.306879
35,19,0.246792
35,20,0.423490
35,21,0.341147
35,22,0.239527
35,23,0.222604
35,24,0.308068
35,25,0.388115
35,26,0.115440
36,0,0.338382
36,1,0.337921
36,2,0.244272
36,3,0.388819
36,4,0.351060
36,5,0.323518
36,6,0.304621
36,7,0.362293
36,8,0.321918
36,9,0.286884
36,10,0.310891
36,11,0.256593
36,12,0.317630
36,13,0.418907
36,14,0.348592
36,15,0.351799
36,16,0.511309
36,17,0.335579
36,18,0.268304
36,19,0.308054
36,20,0.393794
36,21,0.317151
36,22,0.374904
36,23,0.382763
36,24,0.390533
36,25,0.320952
36,26,0.259575
37,0,0.386121
37,1,0.228740
37,2,0.333636
37,3,0.427930
37,4,0.275439
37,5,0.269420
37,6,0.174787
37,7,0.416990
37,8,0.339262
37,9,0.261426
37,10,0.464559
37,11,0.545855
37,12,0.312161
37,13,0.379752
37,14,0.223257
37,15,0.380680
37,16,0.374748
37,17,0.372774
37,18,0.288371
37,19,0.333651
37,20,0.184142
37,21,0.361454
37,22,0.348330
37,23,0.307593
37,24,0.256785
37,25,0.482165
37,26,0.314224
38,0,0.322532
38,1,0.486384
38,2,0.466374
38,3,0.586797
38,4,0.400605
38,5,0.222439
38,6,0.382830
38,7,0.336635
38,8,0.403730
38,9,0.458201
38,10,0.363946
38,11,0.341874
38,12,0.373368
38,13,0.306853
38,14,0.377942
38,15,0.232401
38,16,0.385848
38,17,0.432376
38,18,0.292703
38,19,0.303070
38,20,0.231705
38,21,0.405091
38,22,0.360385
38,23,0.399645
38,24,0.416732
38,25,0.273295
38,26,0.192254
39,0,0.640408
39,1,0.380459
39,2,0.308543
39,3,0.409769
39,4,0.285608
39,5,0.233508
39,6,0.328832
39,7,0.276817
39,8,0.335900
39,9,0.271663
39,10,0.283485
39,11,0.297657
39,12,0.435076
39,13,0.472802
39,14,0.358459
39,15,0.478910
39,16,0.251269
39,17,0.340048
39,18,0.302219
39,19,0.364941
39,20,0.166904
39,21,0.304688
39,22,0.313864
39,23,0.398731
39,24,0.319374
39,25,0.317127
39,26,0.320423
